Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value
One,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,23.8
One,Symptoms of Depressive Disorder,By State,California,California,4,May 21 - May 26,26.9
One,Symptoms of Depressive Disorder,By State,Colorado,Colorado,4,May 21 - May 26,25.5
One,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,4,May 21 - May 26,21
One,Symptoms of Depressive Disorder,By State,Delaware,Delaware,4,May 21 - May 26,22.7
One,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,4,May 21 - May 26,20.9
One,Symptoms of Depressive Disorder,By State,Florida,Florida,4,May 21 - May 26,28.6
One,Symptoms of Depressive Disorder,By State,Georgia,Georgia,4,May 21 - May 26,27.7
One,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,4,May 21 - May 26,18.5
One,Symptoms of Depressive Disorder,By State,Idaho,Idaho,4,May 21 - May 26,18.9
One,Symptoms of Depressive Disorder,By State,Illinois,Illinois,4,May 21 - May 26,24.2
One,Symptoms of Depressive Disorder,By State,Indiana,Indiana,4,May 21 - May 26,24.8
One,Symptoms of Depressive Disorder,By State,Iowa,Iowa,4,May 21 - May 26,17.6
One,Symptoms of Depressive Disorder,By State,Kansas,Kansas,4,May 21 - May 26,25.2
One,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,4,May 21 - May 26,23.2
One,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,4,May 21 - May 26,31.1
One,Symptoms of Depressive Disorder,By State,Maine,Maine,4,May 21 - May 26,18.5
One,Symptoms of Depressive Disorder,By State,Maryland,Maryland,4,May 21 - May 26,22.9
One,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,20.3
One,Symptoms of Depressive Disorder,By State,Michigan,Michigan,4,May 21 - May 26,25.1
One,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,4,May 21 - May 26,17.7
One,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,4,May 21 - May 26,27.7
One,Symptoms of Depressive Disorder,By State,Missouri,Missouri,4,May 21 - May 26,24.3
One,Symptoms of Depressive Disorder,By State,Montana,Montana,4,May 21 - May 26,22.2
One,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,4,May 21 - May 26,17.2
One,Symptoms of Depressive Disorder,By State,Nevada,Nevada,4,May 21 - May 26,27.1
One,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,4,May 21 - May 26,22.2
One,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,4,May 21 - May 26,22.9
One,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,4,May 21 - May 26,28.7
One,Symptoms of Depressive Disorder,By State,New York,New York,4,May 21 - May 26,23.7
One,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,4,May 21 - May 26,22.1
One,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,4,May 21 - May 26,19.8
One,Symptoms of Depressive Disorder,By State,Ohio,Ohio,4,May 21 - May 26,27.4
One,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,4,May 21 - May 26,27.5
One,Symptoms of Depressive Disorder,By State,Oregon,Oregon,4,May 21 - May 26,24.2
One,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,4,May 21 - May 26,25.9
One,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,4,May 21 - May 26,21.4
One,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,4,May 21 - May 26,21.7
One,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,4,May 21 - May 26,25.8
One,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,4,May 21 - May 26,22.5
One,Symptoms of Depressive Disorder,By State,Texas,Texas,4,May 21 - May 26,28.8
One,Symptoms of Depressive Disorder,By State,Utah,Utah,4,May 21 - May 26,24.9
One,Symptoms of Depressive Disorder,By State,Vermont,Vermont,4,May 21 - May 26,19.4
One,Symptoms of Depressive Disorder,By State,Virginia,Virginia,4,May 21 - May 26,22.3
One,Symptoms of Depressive Disorder,By State,Washington,Washington,4,May 21 - May 26,22.2
One,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,4,May 21 - May 26,22
One,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,4,May 21 - May 26,20.8
One,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,4,May 21 - May 26,18.8
One,Symptoms of Anxiety Disorder,National Estimate,United States,United States,4,May 21 - May 26,29.4
One,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,4,May 21 - May 26,39.1
One,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,4,May 21 - May 26,35.2
One,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,4,May 21 - May 26,31.4
One,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,4,May 21 - May 26,29.3
One,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,4,May 21 - May 26,22.2
One,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,4,May 21 - May 26,15
One,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,4,May 21 - May 26,17.1
One,Symptoms of Anxiety Disorder,By Gender,United States,Male,4,May 21 - May 26,25.4
One,Symptoms of Anxiety Disorder,By Gender,United States,Female,4,May 21 - May 26,33.2
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,4,May 21 - May 26,36.3
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",4,May 21 - May 26,27.6
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",4,May 21 - May 26,30.2
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4,May 21 - May 26,22.2
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4,May 21 - May 26,38.6
One,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,4,May 21 - May 26,40.6
One,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,4,May 21 - May 26,29.5
One,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,4,May 21 - May 26,32.4
One,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,4,May 21 - May 26,23.7
One,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,4,May 21 - May 26,25.2
One,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,4,May 21 - May 26,31.6
One,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,4,May 21 - May 26,29.3
One,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,28.6
One,Symptoms of Anxiety Disorder,By State,California,California,4,May 21 - May 26,30.4
One,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,4,May 21 - May 26,28.8
One,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,4,May 21 - May 26,24.7
One,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,4,May 21 - May 26,24.2
One,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,4,May 21 - May 26,29.9
One,Symptoms of Anxiety Disorder,By State,Florida,Florida,4,May 21 - May 26,34.1
One,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,4,May 21 - May 26,32.6
One,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,4,May 21 - May 26,19.6
One,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,4,May 21 - May 26,22.1
One,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,4,May 21 - May 26,30.3
One,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,4,May 21 - May 26,30.5
One,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,4,May 21 - May 26,20.6
One,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,4,May 21 - May 26,30.1
One,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,4,May 21 - May 26,30.8
One,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,4,May 21 - May 26,36
One,Symptoms of Anxiety Disorder,By State,Maine,Maine,4,May 21 - May 26,24.5
One,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,4,May 21 - May 26,25.8
One,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,25.5
One,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,4,May 21 - May 26,27.5
One,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,4,May 21 - May 26,22.8
One,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,4,May 21 - May 26,31.9
One,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,4,May 21 - May 26,29
One,Symptoms of Anxiety Disorder,By State,Montana,Montana,4,May 21 - May 26,24.3
One,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,4,May 21 - May 26,22.6
One,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,4,May 21 - May 26,35.6
One,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,4,May 21 - May 26,24.6
One,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,4,May 21 - May 26,26.2
One,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,4,May 21 - May 26,35.4
One,Symptoms of Anxiety Disorder,By State,New York,New York,4,May 21 - May 26,30.6
One,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,4,May 21 - May 26,27.5
One,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,4,May 21 - May 26,22.1
One,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,4,May 21 - May 26,29.8
One,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,4,May 21 - May 26,27.3
One,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,4,May 21 - May 26,32.1
One,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,4,May 21 - May 26,28
One,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,4,May 21 - May 26,30.6
One,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,4,May 21 - May 26,27
One,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,4,May 21 - May 26,30.4
One,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,4,May 21 - May 26,29.6
One,Symptoms of Anxiety Disorder,By State,Texas,Texas,4,May 21 - May 26,32.6
One,Symptoms of Anxiety Disorder,By State,Utah,Utah,4,May 21 - May 26,25.5
One,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,4,May 21 - May 26,23.3
One,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,4,May 21 - May 26,28.7
One,Symptoms of Anxiety Disorder,By State,Washington,Washington,4,May 21 - May 26,26.8
One,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,4,May 21 - May 26,34.5
One,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,4,May 21 - May 26,24.7
One,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,4,May 21 - May 26,24
One,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,4,May 21 - May 26,34.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,4,May 21 - May 26,46.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,4,May 21 - May 26,39.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,4,May 21 - May 26,35.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,4,May 21 - May 26,33.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,4,May 21 - May 26,27.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,4,May 21 - May 26,18.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,4,May 21 - May 26,20.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,4,May 21 - May 26,30.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,4,May 21 - May 26,38.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,4,May 21 - May 26,41.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",4,May 21 - May 26,32.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",4,May 21 - May 26,35.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4,May 21 - May 26,27.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4,May 21 - May 26,43.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,4,May 21 - May 26,47.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,4,May 21 - May 26,35.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,4,May 21 - May 26,37.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,4,May 21 - May 26,27
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,4,May 21 - May 26,28.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,4,May 21 - May 26,36.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,4,May 21 - May 26,35.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,33.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,4,May 21 - May 26,36.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,4,May 21 - May 26,33.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,4,May 21 - May 26,28
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,4,May 21 - May 26,31.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,4,May 21 - May 26,34.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,4,May 21 - May 26,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,4,May 21 - May 26,37.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,4,May 21 - May 26,26.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,4,May 21 - May 26,24.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,4,May 21 - May 26,35.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,4,May 21 - May 26,35.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,4,May 21 - May 26,25.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,4,May 21 - May 26,33.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,4,May 21 - May 26,34.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,4,May 21 - May 26,41.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,4,May 21 - May 26,27.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,4,May 21 - May 26,31.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,29.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,4,May 21 - May 26,32.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,4,May 21 - May 26,26.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,4,May 21 - May 26,37.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,4,May 21 - May 26,32.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,4,May 21 - May 26,30.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,4,May 21 - May 26,28.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,4,May 21 - May 26,40.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,4,May 21 - May 26,31.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,4,May 21 - May 26,31.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,4,May 21 - May 26,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,4,May 21 - May 26,34.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,4,May 21 - May 26,32.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,4,May 21 - May 26,28.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,4,May 21 - May 26,34.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,4,May 21 - May 26,32.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,4,May 21 - May 26,35.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,4,May 21 - May 26,33.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,4,May 21 - May 26,33.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,4,May 21 - May 26,32.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,4,May 21 - May 26,36.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,4,May 21 - May 26,33.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,4,May 21 - May 26,37.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,4,May 21 - May 26,31.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,4,May 21 - May 26,28.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,4,May 21 - May 26,33.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,4,May 21 - May 26,31.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,4,May 21 - May 26,37.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,4,May 21 - May 26,28.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,4,May 21 - May 26,28.3
One,Symptoms of Depressive Disorder,National Estimate,United States,United States,5,May 28 - June 2,25.3
One,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,36.8
One,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,27.9
One,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,25.7
One,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,25.1
One,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,18
One,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,15.5
One,Symptoms of Depressive Disorder,By Age,United States,80 years and above,5,May 28 - June 2,14.9
One,Symptoms of Depressive Disorder,By Gender,United States,Male,5,May 28 - June 2,23
One,Symptoms of Depressive Disorder,By Gender,United States,Female,5,May 28 - June 2,27.4
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,26.3
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",5,May 28 - June 2,23.7
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",5,May 28 - June 2,29.9
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",5,May 28 - June 2,22
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",5,May 28 - June 2,37.6
One,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,31.9
One,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,27.8
One,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,27.8
One,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,18.6
One,Symptoms of Depressive Disorder,By State,Alabama,Alabama,5,May 28 - June 2,28.4
One,Symptoms of Depressive Disorder,By State,Alaska,Alaska,5,May 28 - June 2,24.4
One,Symptoms of Depressive Disorder,By State,Arizona,Arizona,5,May 28 - June 2,23.9
One,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,28.9
One,Symptoms of Depressive Disorder,By State,California,California,5,May 28 - June 2,26.9
One,Symptoms of Depressive Disorder,By State,Colorado,Colorado,5,May 28 - June 2,23.9
One,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,5,May 28 - June 2,25.4
One,Symptoms of Depressive Disorder,By State,Delaware,Delaware,5,May 28 - June 2,20.7
One,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,5,May 28 - June 2,21.3
One,Symptoms of Depressive Disorder,By State,Florida,Florida,5,May 28 - June 2,29.6
One,Symptoms of Depressive Disorder,By State,Georgia,Georgia,5,May 28 - June 2,24.5
One,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,5,May 28 - June 2,17
One,Symptoms of Depressive Disorder,By State,Idaho,Idaho,5,May 28 - June 2,23.8
One,Symptoms of Depressive Disorder,By State,Illinois,Illinois,5,May 28 - June 2,26.9
One,Symptoms of Depressive Disorder,By State,Indiana,Indiana,5,May 28 - June 2,25.6
One,Symptoms of Depressive Disorder,By State,Iowa,Iowa,5,May 28 - June 2,22.6
One,Symptoms of Depressive Disorder,By State,Kansas,Kansas,5,May 28 - June 2,23.1
One,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,5,May 28 - June 2,28.5
One,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,5,May 28 - June 2,26.8
One,Symptoms of Depressive Disorder,By State,Maine,Maine,5,May 28 - June 2,18.5
One,Symptoms of Depressive Disorder,By State,Maryland,Maryland,5,May 28 - June 2,21.9
One,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,20.3
One,Symptoms of Depressive Disorder,By State,Michigan,Michigan,5,May 28 - June 2,25.9
One,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,19.1
One,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,28.6
One,Symptoms of Depressive Disorder,By State,Missouri,Missouri,5,May 28 - June 2,24.5
One,Symptoms of Depressive Disorder,By State,Montana,Montana,5,May 28 - June 2,20.5
One,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,18.2
One,Symptoms of Depressive Disorder,By State,Nevada,Nevada,5,May 28 - June 2,20.2
One,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,5,May 28 - June 2,22.6
One,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,25.8
One,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,24.3
One,Symptoms of Depressive Disorder,By State,New York,New York,5,May 28 - June 2,24.5
One,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,22.3
One,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,19.3
One,Symptoms of Depressive Disorder,By State,Ohio,Ohio,5,May 28 - June 2,28.1
One,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,31.8
One,Symptoms of Depressive Disorder,By State,Oregon,Oregon,5,May 28 - June 2,27.6
One,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,5,May 28 - June 2,24.6
One,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,5,May 28 - June 2,22.3
One,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,5,May 28 - June 2,28.8
One,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,5,May 28 - June 2,20
One,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,5,May 28 - June 2,22.9
One,Symptoms of Depressive Disorder,By State,Texas,Texas,5,May 28 - June 2,26.2
One,Symptoms of Depressive Disorder,By State,Utah,Utah,5,May 28 - June 2,22.3
One,Symptoms of Depressive Disorder,By State,Vermont,Vermont,5,May 28 - June 2,23.5
One,Symptoms of Depressive Disorder,By State,Virginia,Virginia,5,May 28 - June 2,21.4
One,Symptoms of Depressive Disorder,By State,Washington,Washington,5,May 28 - June 2,27.1
One,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,5,May 28 - June 2,26.2
One,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,5,May 28 - June 2,17.7
One,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,5,May 28 - June 2,25.2
One,Symptoms of Anxiety Disorder,National Estimate,United States,United States,5,May 28 - June 2,30.6
One,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,42.2
One,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,35.8
One,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,32.1
One,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,29.3
One,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,23
One,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,18.2
One,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,5,May 28 - June 2,13.3
One,Symptoms of Anxiety Disorder,By Gender,United States,Male,5,May 28 - June 2,26
One,Symptoms of Anxiety Disorder,By Gender,United States,Female,5,May 28 - June 2,35
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,32.1
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",5,May 28 - June 2,29
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",5,May 28 - June 2,33.8
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",5,May 28 - June 2,28.4
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",5,May 28 - June 2,44.6
One,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,37.8
One,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,31.4
One,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,32.8
One,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,25.9
One,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,5,May 28 - June 2,31.6
One,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,5,May 28 - June 2,26.1
